Latitude,Longitude,Detail,DCA License Number,License Type,License Expiration Date,License Category,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough
40.7469056,-74.0018094,"Vehicle Spaces: 185, Bicycle Spaces: 18",2003467-DCA,Business,03/31/2019,Garage,QUIK PARK WEST 23RD STREET GARAGE LLC,,425,W 23RD ST,,NEW YORK,NY,10011,2128322066,Manhattan
40.765601,-73.9775386,"Vehicle Spaces: 58, Bicycle Spaces: 6",2003466-DCA,Business,03/31/2019,Garage,QUIK PARK CPS LLC,,116,CENTRAL PARK W,,NEW YORK,NY,10019,2128322066,Manhattan
40.7069489,-74.0169068,"Vehicle Spaces: 100, Bicycle Spaces: 10",2003457-DCA,Business,03/31/2019,Garage,QUIK PARK LITTLE WEST LLC,,70,LITTLE WEST ST,,NEW YORK,NY,10004,212-832-2066,Manhattan
40.7052546,-74.0103437,"Vehicle Spaces: 166, Bicycle Spaces: 17",2003108-DCA,Business,03/31/2019,Garage,BEAVER STREET PARKING LLC,,15,WILLIAM ST,,NEW YORK,NY,10004,212-785-9733,Manhattan
40.7514739,-73.9729396,"Vehicle Spaces: 24, Bicycle Spaces: 0",2002937-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,151,W 17TH ST,,NEW YORK,NY,10011,2125025490,Manhattan
40.7514739,-73.9729396,"Vehicle Spaces: 1144, Bicycle Spaces: 28",2002931-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,3818,UNION ST,,FLUSHING,NY,11354,,Queens
40.754664,-73.827329,"Vehicle Spaces: 298, Bicycle Spaces: 29",2002574-DCA,Business,03/31/2019,Garage,"CHOY & C GROUP, INC.",Easy Parking,4235,MAIN ST,,FLUSHING,NY,11355,,Queens
40.7080078,-74.0069504,"Vehicle Spaces: 44, Bicycle Spaces: 0",2002321-DCA,Business,03/31/2019,Garage,PLATT PARKING LLC,,90,JOHN ST,,NEW YORK,NY,10038,2126869800,Manhattan
40.7223957,-74.0113392,"Vehicle Spaces: 90, Bicycle Spaces: 9",2002155-DCA,Business,02/13/2018,Garage,LAIGHT STREET PARKING  LLC,,416,WASHINGTON ST,,NEW YORK,NY,10013,212-686-9800,Manhattan
40.761057,-73.83306,"Vehicle Spaces: 162, Bicycle Spaces: 16",2002027-DCA,Business,03/31/2019,Garage,Prince Tower Parking Corp.,,3636,PRINCE ST,,FLUSHING,NY,11354,,Queens
40.7787298,-73.9550354,"Vehicle Spaces: 100, Bicycle Spaces: 10",2001934-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,2740,HOYT AVE S,,ASTORIA,NY,11102,2126954568,Queens
40.7813096,-73.9808336,"Vehicle Spaces: 155, Bicycle Spaces: 16",2001881-DCA,Business,04/17/2018,Garage,"LAUREATE GARAGE, LLC",,2148,BROADWAY,,NEW YORK,NY,10023,2127502056,Manhattan
40.7204426,-73.962269,"Vehicle Spaces: 59, Bicycle Spaces: 6",2001619-DCA,Business,03/31/2019,Garage and Parking Lot,34 NORTH 7TH PARKING CORP.,,27,N 6TH ST,,BROOKLYN,NY,11249,2127367171,Brooklyn
40.7246413,-73.9912467,"Vehicle Spaces: 460, Bicycle Spaces: 22",2001489-DCA,Business,07/06/2018,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,1000,5TH AVE,,NEW YORK,NY,10028,212-502-5490,Manhattan
40.6899456,-73.9850466,"Vehicle Spaces: 147, Bicycle Spaces: 14",2001484-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,214,W 80TH ST,,NEW YORK,NY,10024,212-502-5490,Manhattan
40.7246413,-73.9912467,"Vehicle Spaces: 530, Bicycle Spaces: 23",2001481-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,500,5TH ST,,BROOKLYN,NY,11215,212-502-5490,Brooklyn
40.742593,-73.978961,"Vehicle Spaces: 25, Bicycle Spaces: 0",2001479-DCA,Business,03/31/2019,Garage,ENTERPRISE 230 PARKING LLC,,230,E 30TH ST,,NEW YORK,NY,10016,2126863330,Manhattan
40.741864,-73.994885,"Vehicle Spaces: 349, Bicycle Spaces: 21",2001477-DCA,Business,03/31/2019,Garage and Parking Lot,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,300,CADMAN PLAZA W,,BROOKLYN,NY,11201,212-502-5490,Brooklyn
40.7246413,-73.9912467,"Vehicle Spaces: 710, Bicycle Spaces: 25",2001467-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,688,MAIN ST,,NEW YORK,NY,10044,212-502-5490,Manhattan
40.7481443,-73.974776,"Vehicle Spaces: 86, Bicycle Spaces: 10",2001457-DCA,Business,03/31/2019,Garage,CHAMPION PARKING MIDTOWN LLC,,224,E 39TH ST,,NEW YORK,NY,10016,212-308-5959,Manhattan
40.7751582,-73.9503029,"Vehicle Spaces: 63, Bicycle Spaces: 6",2001452-DCA,Business,03/31/2019,Garage,"ONE PARKING STRATHMORE, LLC",,400,E 84TH ST,,NEW YORK,NY,10028,480-272-2100,Manhattan
40.7246413,-73.9912467,"Vehicle Spaces: 270, Bicycle Spaces: 20",2001375-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,351,JAY ST,,BROOKLYN,NY,11201,212-502-5490,Brooklyn
40.7453649,-73.934155,"Vehicle Spaces: 68, Bicycle Spaces: 7",2001299-DCA,Business,03/31/2019,Garage,PV PARKING II CORP,,3128,QUEENS BLVD,,LONG ISLAND CITY,NY,11101,646-302-4330,Queens
40.7246413,-73.9912467,"Vehicle Spaces: 85, Bicycle Spaces: 8",2001130-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,189,W 89TH ST,,NEW YORK,NY,10024,212-502-5490,Manhattan
40.8058214,-73.9381898,"Vehicle Spaces: 88, Bicycle Spaces: 8",2001043-DCA,Business,03/31/2019,Garage,UPPER MANHATTAN PARKING LLC,,1845,PARK AVE,,NEW YORK,NY,10035,2124211117,Manhattan
40.711248,-73.968081,"Vehicle Spaces: 144, Bicycle Spaces: 14",2001021-DCA,Business,03/31/2019,Garage,SHERMAN PARKING MANAGEMENT LLC,,11,BROADWAY,,BROOKLYN,NY,11249,765-276-7275,Brooklyn
40.7217569,-74.0094353,"Vehicle Spaces: 72, Bicycle Spaces: 7",2000995-DCA,Business,03/31/2019,Garage,PARK RIGHT CORPORATION,,415,GREENWICH ST,,NEW YORK,NY,10013,2122624771,Manhattan
40.7514739,-73.9729396,"Vehicle Spaces: 262, Bicycle Spaces: 20",2000588-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,90,OCEANA DR W,,BROOKLYN,NY,11235,212-502-5490,Brooklyn
40.7246413,-73.9912467,"Vehicle Spaces: 262, Bicycle Spaces: 20",2000587-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,95,OCEANA DR E,,BROOKLYN,NY,11235,212-502-5490,Brooklyn
40.7514739,-73.9729396,"Vehicle Spaces: 751, Bicycle Spaces: 25",2000580-DCA,Business,07/06/2018,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,1900,ARCHER ST,,BRONX,NY,10462,212-502-5490,Bronx
40.6932236,-73.9827568,"Vehicle Spaces: 97, Bicycle Spaces: 9",2000478-DCA,Business,03/31/2019,Garage,ENTERPRISE TOREN PARKING LLC,,150,MYRTLE AVE,,BROOKLYN,NY,11201,2125643199,Brooklyn
40.7304584,-73.9897231,"Vehicle Spaces: 87, Bicycle Spaces: 8",2000456-DCA,Business,03/31/2019,Garage,KEY PARKING LLC,,115,E 9TH ST,,NEW YORK,NY,10003,2125810535,Manhattan
40.7434942,-73.9917641,"Vehicle Spaces: 202, Bicycle Spaces: 20",1474717-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",,101,BEDFORD AVE,,BROOKLYN,NY,11211,2129378660,Brooklyn
40.7947786,-73.9311567,"Vehicle Spaces: 163, Bicycle Spaces: 16",1474264-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,4162,BROADWAY,,NEW YORK,NY,10033,9175456763,Manhattan
40.7081016,-74.0030465,"Vehicle Spaces: 42, Bicycle Spaces: 16",1474028-DCA,Business,03/31/2019,Garage,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ LLC,267,6TH AVE,,BROOKLYN,NY,11215,212-265-2239,Brooklyn
40.848173,-73.931892,"Vehicle Spaces: 187, Bicycle Spaces: 20",1473819-DCA,Business,07/06/2018,Garage,181 PARK CORP.,,506,W 181ST ST,,NEW YORK,NY,10033,2129299404,Manhattan
40.6467826,-74.0781903,"Vehicle Spaces: 1265, Bicycle Spaces: 23",1471907-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,9605,QUEENS BLVD,,REGO PARK,NY,11374,2129378660,Queens
40.849333,-73.932434,"Vehicle Spaces: 31, Bicycle Spaces:",1470216-DCA,Business,03/31/2019,Garage and Parking Lot,KK ENTERPRISE GROUP INC.,,554,W 182ND ST,,NEW YORK,NY,10033,6466100315,Manhattan
40.8583595,-73.8983858,"Vehicle Spaces: 40, Bicycle Spaces:",1470158-DCA,Business,03/31/2019,Garage,RYER PARKING LLC,,2346,RYER AVE,,BRONX,NY,10458,6463771900,Bronx
40.7383013,-73.9966664,"Vehicle Spaces: 90, Bicycle Spaces: 9",1469508-DCA,Business,03/31/2019,Garage,VINCENT 15 PARKING LLC,,553,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,
40.7246413,-73.9912467,"Vehicle Spaces: 15, Bicycle Spaces:",1469400-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,160,W 24TH ST,,NEW YORK,NY,10011,9175456763,Manhattan
40.7446447,-73.9576823,"Vehicle Spaces: 1000, Bicycle Spaces: 28",1468022-DCA,Business,03/07/2018,Garage,QUIK PARK LIC LLC,,4545,CENTER BLVD,,LONG ISLAND CITY,NY,11109,2128322066,Queens
40.8420029,-73.916004,"Vehicle Spaces: 174, Bicycle Spaces:",1467740-DCA,Business,07/06/2018,Garage,RAMCELL PARKING CORPORATION,,1484,JEROME AVE,,BRONX,NY,10452,646-764-0185,Bronx
40.7264378,-74.0039631,"Vehicle Spaces: 84, Bicycle Spaces: 8",1466982-DCA,Business,07/06/2018,Garage,"KINNEY PARKING SYSTEM, LLC",,555,W 57TH ST,,New York,NY,10019,2125025490,Manhattan
40.7264378,-74.0039631,"Vehicle Spaces: 450, Bicycle Spaces: 22",1466978-DCA,Business,07/06/2018,Garage,"KINNEY PARKING SYSTEM, LLC",,515,FASHION AVE,,New York,NY,10018,2125025490,Manhattan
40.6826758,-73.957835,"Vehicle Spaces: 50, Bicycle Spaces:",1465356-DCA,Business,03/31/2019,Garage,ORMOND PLACE PARKING CORP.,,12,CLAVER PL,,BROOKLYN,NY,11238,7188570822,Brooklyn
40.685036,-73.843368,,1465250-DCA,Business,02/28/2019,Garage,SECURE GARAGE DOOR LLC,,10126,98TH ST,,OZONE PARK,NY,11416,7188489477,Queens
40.73903,-73.9822085,"Vehicle Spaces: 37, Bicycle Spaces:",1464995-DCA,Business,03/31/2019,Garage,ENTERPRISE 24TH PARKING LLC,,214,E 24TH ST,,NEW YORK,NY,10010,2125643199,Manhattan
40.616952,-74.027141,"Vehicle Spaces: 15, Bicycle Spaces:",1464685-DCA,Business,03/31/2019,Garage,"C&S E-SUPERETTE, INC.",,9053,FORT HAMILTON PKWY,,BROOKLYN,NY,11209,718-745-2888,Brooklyn
40.7652747,-73.9807922,"Vehicle Spaces: 225, Bicycle Spaces: 20",1463865-DCA,Business,03/31/2019,Garage,MAESTRO PARKING LLC,,882,7TH AVE,,NEW YORK,NY,10019,2126869800,Manhattan
40.7389646,-74.0013226,"Vehicle Spaces: 86, Bicycle Spaces: 8",1463828-DCA,Business,03/31/2019,Garage,QUIK PARK W. 14TH STREET LLC,,222,W 14TH ST,,NEW YORK,NY,10011,212-686-9800,Manhattan
40.73488,-74.0053912,"Vehicle Spaces: 206, Bicycle Spaces: 20",1463796-DCA,Business,03/31/2019,Garage,QUIK PARK CHARLES STREET LLC,,97,CHARLES ST,,NEW YORK,NY,10014,2126869800,Manhattan
40.6467826,-74.0781903,"Vehicle Spaces: 73, Bicycle Spaces: 7",1462009-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,750,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010,2129378660,Manhattan
40.755528,-73.9981361,"Vehicle Spaces: 6640, Bicycle Spaces:",1461731-DCA,Business,07/06/2018,Garage,"IMPERIAL PARKING (U.S.), LLC",,12601,ROOSEVELT AVE,,FLUSHING,NY,11368,2129378660,Queens
40.71546,-73.9967677,"Vehicle Spaces: 140, Bicycle Spaces: 14",1461597-DCA,Business,03/31/2019,Garage,QUIK PARK MIA GARAGE LLC,,38,BOWERY,,NEW YORK,NY,10013,2123492299,Manhattan
40.7876746,-73.9431054,"Vehicle Spaces: 196, Bicycle Spaces: 20",1461276-DCA,Business,03/31/2019,Garage,QUIK PARK EAST 102ND STREET GARAGE LLC,,315,EAST  102 STREET,,NEW YORK,NY,10029,2128322066,
40.7893841,-73.9708362,"Vehicle Spaces: 150, Bicycle Spaces: 15",1461273-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,724-732,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010,2129378660,
40.6467826,-74.0781903,"Vehicle Spaces: 21, Bicycle Spaces:",1461267-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,35,EAST   38 STREET,,NEW YORK,NY,10016,2129378660,
40.7501856,-73.9794552,"Vehicle Spaces: 1790, Bicycle Spaces:",1461260-DCA,Business,07/06/2018,Garage,IMPERIAL PARKING US LLC,IMPARK,120-01,ROOSEVELT AVENUE,,FLUSHING,NY,11368,2129378660,
40.7047214,-73.8002933,"Vehicle Spaces: 25, Bicycle Spaces:",1461257-DCA,Business,03/31/2019,Garage and Parking Lot,IMPERIAL PARKING US LLC,IMPARK,450,EAST 79TH ST,,NEW YORK,NY,10075,2129378660,Manhattan
40.765967,-73.961998,"Vehicle Spaces: 405, Bicycle Spaces: 22",1461250-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,89-35,162 STREET,,JAMAICA,NY,11432,2129378660,
40.7434056,-73.9743251,"Vehicle Spaces: 45, Bicycle Spaces:",1461246-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC.",IMPARK,212,S OXFORD ST,,BROOKLYN,NY,11217,2129378660,Brooklyn
40.707017,-73.793103,"Vehicle Spaces: 291, Bicycle Spaces: 21",1461244-DCA,Business,07/06/2018,Garage,"IMPERIAL PARKING (U.S), LLC",IMPARK,9102,168TH ST,,JAMAICA,NY,11432,2129378660,Queens
40.6467826,-74.0781903,"Vehicle Spaces: 253, Bicycle Spaces:",1461242-DCA,Business,07/06/2018,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,168-36,90 AVENUE,,JAMAICA,NY,11432,2129378660,
40.7434056,-73.9743251,"Vehicle Spaces: 130, Bicycle Spaces:",1461226-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",IMPARK,187,PACIFIC STREET,,BROOKLYN,NY,11201,212-934-8660,
40.7711263,-73.9510341,"Vehicle Spaces: 499, Bicycle Spaces:",1461225-DCA,Business,03/31/2019,Garage,IMPERIAL PARKING US LLC,,90-15,PARSONS BOULEVARD,,JAMAICA,NY,11432,2125573311,
40.7577644,-73.9902076,"Vehicle Spaces: 105, Bicycle Spaces: 11",1461192-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,79TH STREET,,NEW YORK,NY,,2129378660,
40.7433096,-73.9921216,"Vehicle Spaces: 150, Bicycle Spaces: 14",1461184-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",,9330,HORACE HARDING EXPRESSWAY,,QUEENS,NY,11374,2129378660,Queens
40.7647002,-73.9826952,"Vehicle Spaces: 109, Bicycle Spaces: 11",1461171-DCA,Business,03/31/2019,Garage,CHAMPION PARKING 230 LLC,,230,WEST   55 STREET,,NEW YORK,NY,10019,2123085959,
40.7515764,-73.9927701,"Vehicle Spaces: 665, Bicycle Spaces: 23",1460988-DCA,Business,03/31/2019,Garage,PENN PARKING LLC,,1,PENN PLAZA,,NEW YORK,NY,10001,2126869800,
40.7774436,-73.9867626,"Vehicle Spaces: 276, Bicycle Spaces: 20",1460793-DCA,Business,03/31/2019,Garage,LTG PARKING CORP.,,205,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan
40.7670319,-73.996028,"Vehicle Spaces: 170, Bicycle Spaces:",1460735-DCA,Business,03/31/2019,Garage,ENTERPRISE 51 PARKING LLC,,680,12TH AVE,,NEW YORK,NY,10019,2125643199,Manhattan
40.8223626,-73.943354,"Vehicle Spaces: 130, Bicycle Spaces:",1460710-DCA,Business,03/31/2019,Garage and Parking Lot,"WORLD TOWER PARKING GARAGE, LLC",,310,W 144TH ST,,NEW YORK,NY,10030,2125643199,Manhattan
40.7455944,-73.9712819,"Vehicle Spaces: 60, Bicycle Spaces:",1460642-DCA,Business,03/31/2019,Garage,ENTERPRISE 37 EAST PARKING LLC,,415,E 37TH ST,,NEW YORK,NY,10016,2125643199,Manhattan
40.7765842,-73.985997,"Vehicle Spaces: 411, Bicycle Spaces: 22",1460563-DCA,Business,03/31/2019,Garage,LTG PARKING CORP.,,185,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan
40.7575662,-73.9685468,"Vehicle Spaces: 59, Bicycle Spaces: 5",1458721-DCA,Business,03/31/2019,Garage,SCARLET 53 PARKING LLC,,211,E 53RD ST,,NEW YORK,NY,10022,2126869800,Manhattan
40.7391018,-73.9825333,"Vehicle Spaces: 54, Bicycle Spaces:",1458328-DCA,Business,03/31/2019,Garage,OMEGA PARKING SYSTEMS LLC,,200,E 24TH ST,,NEW YORK,NY,10010,2127251791,Manhattan
40.7264378,-74.0039631,"Vehicle Spaces: 54, Bicycle Spaces: 5",1456713-DCA,Business,03/31/2019,Garage,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,699,W END AVE,,NEW YORK,NY,10025,212-502-5490,Manhattan
40.7469246,-73.9930734,"Vehicle Spaces: 39, Bicycle Spaces:",1455314-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",,405,E 63RD ST,,NEW YORK,NY,10065,2129378660,Manhattan
40.6467826,-74.0781903,"Vehicle Spaces: 27, Bicycle Spaces:",1455310-DCA,Business,03/31/2019,Garage,"IMPERIAL PARKING (U.S.), LLC",,220,E 67TH ST,,NEW YORK,NY,10065,2129378666,Manhattan
40.777341,-73.943522,"Vehicle Spaces: 41, Bicycle Spaces:",1452993-DCA,Business,03/31/2019,Garage,SAB PARKING INC.,,200,E END AVE,,NEW YORK,NY,10128,6468610883,Manhattan
40.7617441,-73.9873642,"Vehicle Spaces: 205, Bicycle Spaces:",1452642-DCA,Business,03/31/2019,Garage,304 WEST 49TH PARKING CORP.,,304,W 49TH ST,,NEW YORK,NY,10019,2122475607,Manhattan
40.7633384,-73.9596565,"Vehicle Spaces: 351, Bicycle Spaces: 21",1452247-DCA,Business,03/31/2019,Garage and Parking Lot,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,15902,JAMAICA AVE,,JAMAICA,NY,11432,212-265-2239,Queens
40.7538188,-73.9732642,"Vehicle Spaces: 100, Bicycle Spaces: 10",1451289-DCA,Business,03/31/2019,Garage and Parking Lot,QUIK PARK 485 GARAGE LLC,,485,LEXINGTON AVE,,NEW YORK,NY,10017,2128322066,Manhattan
40.7553322,-73.9955003,"Vehicle Spaces: 166, Bicycle Spaces: 16",1450060-DCA,Business,07/06/2018,Garage,ACCESS 37 PARKING LLC,,404,W 37TH ST,,NEW YORK,NY,10018,2126869800,Manhattan
40.7059243,-74.0100358,"Vehicle Spaces: 87, Bicycle Spaces: 8",1447270-DCA,Business,03/31/2019,Garage,WALL PARK 45 LLC,,45,WALL ST,,NEW YORK,NY,10005,2126869800,Manhattan
40.7598699,-73.9732193,"Vehicle Spaces: 150, Bicycle Spaces: 14",1446479-DCA,Business,03/31/2019,Garage,QUIK PARK 390 GARAGE LLC,,390,PARK AVE,,NEW YORK,NY,10022,2128322066,Manhattan
40.7458152,-74.0059528,"Vehicle Spaces: 225, Bicycle Spaces: 20",1445860-DCA,Business,03/31/2019,Garage,"EDISON NY PARKING, LLC",,270,DYCKMAN ST,,NEW YORK,NY,10034,3477285044,Manhattan
40.780876,-73.9562043,"Vehicle Spaces: 30, Bicycle Spaces:",1445493-DCA,Business,03/31/2019,Garage,ENTERPRISE 87 CORP.,,1065,PARK AVE,,NEW YORK,NY,10128,2125643199,Manhattan
40.7305127,-73.9748603,"Vehicle Spaces: 210, Bicycle Spaces: 20",1440471-DCA,Business,03/31/2019,Garage,QUIK PARK PCVST GARAGE LLC,,325,AVENUE C,,NEW YORK,NY,10009,2126145862,Manhattan
40.7293075,-73.9756015,"Vehicle Spaces: 320, Bicycle Spaces: 21",1440459-DCA,Business,03/31/2019,Garage,QUIK PARK PCVST GARAGE LLC,,279,AVENUE C,,NEW YORK,NY,10009,2126145862,Manhattan
40.732499,-73.974863,"Vehicle Spaces: 580, Bicycle Spaces: 23",1440452-DCA,Business,03/31/2019,Garage,QUIK PARK PCVST GARAGE LLC,,251,AVENUE C,,NEW YORK,NY,10009,2126145862,Manhattan
40.730421,-73.9793621,"Vehicle Spaces: 320, Bicycle Spaces: 21",1440450-DCA,Business,03/31/2019,Garage,QUIK PARK PCVST GARAGE LLC,,528,E 20TH ST,,NEW YORK,NY,10009,2126145862,Manhattan
40.7333269,-73.9766544,"Vehicle Spaces: 510, Bicycle Spaces: 23",1440446-DCA,Business,03/31/2019,Garage,QUIK PARK PCVST GARAGE LLC,,420,E 20TH ST,,NEW YORK,NY,10009,2126145862,Manhattan
40.7342872,-73.9792429,"Vehicle Spaces: 320, Bicycle Spaces: 21",1440441-DCA,Business,03/31/2019,Garage,QUIK PARK PCVST GARAGE LLC,,527,E 14TH ST,,NEW YORK,NY,10009,2126145862,Manhattan
40.674492,-73.855534,,1440019-DCA,Business,02/28/2019,Garage,"SZYMANSKI, THOMAS STANLEY",EAZYLIFT GARAGE DOOR COMPANY,13220,81ST ST,,OZONE PARK,NY,11417,7186419788,Queens
40.782943,-73.9565,"Vehicle Spaces: 268, Bicycle Spaces: 20",1439430-DCA,Business,03/31/2019,Garage,CHAMPION PARKING 90 LLC,,60,E 90TH ST,,NEW YORK,NY,10128,2123085959,Manhattan
40.728209,-73.9804769,"Vehicle Spaces: 90, Bicycle Spaces: 9",1437468-DCA,Business,03/31/2019,Garage and Parking Lot,"W K PARKING, CORP",,525,E 11TH ST,,NEW YORK,NY,10009,2127373279,Manhattan
40.5758643,-73.9840918,"Vehicle Spaces: 238, Bicycle Spaces: 20",1437279-DCA,Business,03/31/2019,Garage,"SURF AVENUE LOGISTICS, LLC",,173,E 156TH ST,,BRONX,NY,10451,9175840383,Bronx
40.6889648,-73.9887378,"Vehicle Spaces: 64, Bicycle Spaces: 6",1432578-DCA,Business,03/31/2019,Garage and Parking Lot,"SMITH CAR PARK, LLC",,75,SMITH ST,,BROOKLYN,NY,11201,2129966363,Brooklyn
40.8082502,-73.9372717,"Vehicle Spaces: 149, Bicycle Spaces: 14",1432040-DCA,Business,03/31/2019,Garage and Parking Lot,1908 PARK AVENUE STORAGE LLC,1908 PARKING COMPANY,1908,PARK AVE,,NEW YORK,NY,10035,212-427-4004,Manhattan
40.8241161,-73.9104125,"Vehicle Spaces: 180, Bicycle Spaces: 18",1431627-DCA,Business,07/06/2018,Garage,AD PARKING INC.,,1140,TIFFANY ST,,BRONX,NY,10459,7189939003,Bronx
40.7771033,-74.0114911,"Vehicle Spaces: 142, Bicycle Spaces: 14",1431478-DCA,Business,03/31/2019,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,70,W 95TH ST,,NEW YORK,NY,10025,9175456763,Manhattan
40.7341277,-74.0048474,"Vehicle Spaces: 42, Bicycle Spaces:",1426287-DCA,Business,03/31/2019,Garage,QUIK PARK BLEECKER STREET GARAGE LLC,,350,BLEECKER ST,,NEW YORK,NY,10014,212-686-9800,Manhattan
40.7204426,-73.962269,"Vehicle Spaces: 142, Bicycle Spaces: 14",1425382-DCA,Business,02/09/2018,Garage,34 NORTH 7TH PARKING CORP.,,34,N 7TH ST,,BROOKLYN,NY,11249,2127367171,Brooklyn
40.7185291,-73.9644897,"Vehicle Spaces: 52, Bicycle Spaces: 5",1423872-DCA,Business,03/31/2019,Garage,PARK KWIK LLC,,85,ADAMS ST,,BROOKLYN,NY,11201,718-855-1730,Brooklyn
40.8079148,-73.9483354,"Vehicle Spaces: 175, Bicycle Spaces: 17",1423788-DCA,Business,07/06/2018,Garage,ABLE PARKING LLC,,160,W 124TH ST,,NEW YORK,NY,10027,2129299404,Manhattan
40.7692341,-73.9556288,"Vehicle Spaces: 61, Bicycle Spaces: 6",1423764-DCA,Business,03/31/2019,Parking Lot,SAMO PARKING LLC,,401,E 74TH ST,,NEW YORK,NY,10021,2127143571,Manhattan
40.7209039,-73.8438697,"Vehicle Spaces: 130, Bicycle Spaces: 13",1423057-DCA,Business,03/31/2019,Garage,"MIDWAY CAR PARK, LLC",,10802,QUEENS BLVD,,FOREST HILLS,NY,11375,2129966363,Queens
40.72032,-73.843105,"Vehicle Spaces: 110, Bicycle Spaces: 11",1423051-DCA,Business,03/31/2019,Garage and Parking Lot,"WINDSOR FH CAR PARK, LLC",,10724,71ST RD,,FOREST HILLS,NY,11375,2129966363,Queens
40.7074866,-74.0141427,"Vehicle Spaces: 529, Bicycle Spaces: 23",1422491-DCA,Business,03/31/2019,Garage and Parking Lot,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,839,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,212-265-2239,Manhattan
40.8526528,-73.9087593,"Vehicle Spaces: 30, Bicycle Spaces:",1421369-DCA,Business,03/31/2019,Garage and Parking Lot,JEROME PARKING CORP.,,1961,JEROME AVE,,BRONX,NY,10453,7187167170,Bronx
40.8800471,-73.9078031,"Vehicle Spaces: 89, Bicycle Spaces: 9",1420996-DCA,Business,03/31/2019,Garage,231ST STREET PARKING LLC,ALL COUNTY PARKING,3050,CORLEAR AVE,,BRONX,NY,10463,718-708-5077,Bronx
40.7727206,-73.9470137,"Vehicle Spaces: 120, Bicycle Spaces: 12",1420789-DCA,Business,03/31/2019,Garage,CHAMPION PARKING 82 LLC,,60,E END AVE,,NEW YORK,NY,10028,212-308-5959,Manhattan
40.7740163,-73.9781173,"Vehicle Spaces: 83, Bicycle Spaces: 8",1420787-DCA,Business,03/31/2019,Garage,CHAMPION PARKING 68 LLC,,80,CENTRAL PARK W,,NEW YORK,NY,10023,2123085959,Manhattan
40.745826,-73.9560106,"Vehicle Spaces: 828, Bicycle Spaces: 26",1420682-DCA,Business,03/31/2019,Garage,QUEENS WEST PARKING LLC,,476,47TH AVE,,LONG ISLAND CIT,NY,10956,7186061760,Queens
